coordinate_x,coordinate_y,coordinate_z,y_probe
-37.28,83.73,40.0,439.4
-45.82,79.37,40.0,439.34
-53.87,74.15,40.0,439.13
-61.33,68.11,40.0,438.95
-68.11,61.33,40.0,438.76
-74.15,53.87,40.0,438.5
-79.37,45.82,40.0,438.4
-83.73,37.28,40.0,438.13
-87.16,28.32,40.0,438.04
-89.65,19.06,40.0,437.93
-91.15,9.58,40.0,437.87
-91.65,0.0,40.0,437.79
-91.15,-9.58,40.0,437.83
-89.65,-19.06,40.0,437.84
-87.16,-28.32,40.0,437.99
-83.73,-37.28,40.0,438.02
-79.37,-45.83,40.0,438.1
-74.15,-53.87,40.0,438.26
-68.11,-61.33,40.0,438.47
-61.33,-68.11,40.0,438.59
-53.87,-74.15,40.0,438.74
-45.83,-79.37,40.0,438.92
-37.28,-83.73,40.0,439.09
-28.32,-87.16,40.0,439.07
-19.06,-89.65,40.0,439.14
-9.58,-91.15,40.0,439.19
0.0,-91.65,40.0,439.19
9.58,-91.15,40.0,439.19
19.06,-89.65,40.0,439.17
28.32,-87.16,40.0,439.05
37.28,-83.73,40.0,439.0
45.83,-79.37,40.0,438.91
53.87,-74.15,40.0,438.65
61.33,-68.11,40.0,438.48
68.11,-61.33,40.0,438.33
74.15,-53.87,40.0,438.21
79.37,-45.83,40.0,438.01
83.73,-37.28,40.0,437.82
87.16,-28.32,40.0,437.78
89.65,-19.06,40.0,437.73
91.15,-9.58,40.0,437.62
86.6,0.0,50.0,437.16
86.13,9.05,50.0,437.22
84.71,18.01,50.0,437.33
82.36,26.76,50.0,437.4
79.11,35.22,50.0,437.56
75.0,43.3,50.0,437.71
70.06,50.9,50.0,437.85
64.36,57.95,50.0,438.03
57.95,64.36,50.0,438.26
50.9,70.06,50.0,438.49
43.3,75.0,50.0,438.6
35.22,79.11,50.0,438.8
26.76,82.36,50.0,438.92
18.01,84.71,50.0,439.05
9.05,86.13,50.0,439.0
0.0,86.6,50.0,439.11
-9.05,86.13,50.0,439.05
-18.01,84.71,50.0,439.01
-26.76,82.36,50.0,438.9
-35.22,79.11,50.0,438.85
-43.3,75.0,50.0,438.66
-50.9,70.06,50.0,438.58
-57.95,64.36,50.0,438.43
-64.36,57.95,50.0,438.21
-70.06,50.9,50.0,438.08
-75.0,43.3,50.0,437.87
-79.11,35.22,50.0,437.73
-82.36,26.76,50.0,437.54
-84.71,18.01,50.0,437.53
-86.13,9.05,50.0,437.45
-86.6,0.0,50.0,437.28
-86.13,-9.05,50.0,437.32
-84.71,-18.01,50.0,437.43
-82.36,-26.76,50.0,437.43
-79.11,-35.22,50.0,437.5
-75.0,-43.3,50.0,437.57
-70.06,-50.9,50.0,437.73
-64.36,-57.95,50.0,437.9
-57.95,-64.36,50.0,437.97
-50.9,-70.06,50.0,438.18
-43.3,-75.0,50.0,438.21
-35.22,-79.11,50.0,438.35
-26.76,-82.36,50.0,438.45
-18.01,-84.71,50.0,438.48
-9.05,-86.13,50.0,438.54
0.0,-86.6,50.0,438.53
9.05,-86.13,50.0,438.51
18.01,-84.71,50.0,438.46
26.76,-82.36,50.0,438.38
35.22,-79.11,50.0,438.21
43.3,-75.0,50.0,438.16
50.9,-70.06,50.0,438.02
57.95,-64.36,50.0,437.91
64.36,-57.95,50.0,437.74
70.06,-50.9,50.0,437.56
75.0,-43.3,50.0,437.41
79.11,-35.22,50.0,437.3
82.36,-26.76,50.0,437.17
84.71,-18.01,50.0,437.06
86.13,-9.05,50.0,437.12
80.0,0.0,60.0,436.53
79.4,9.75,60.0,436.56
77.62,19.35,60.0,436.67
74.69,28.67,60.0,436.74
70.64,37.56,60.0,436.92
65.53,45.89,60.0,437.13
59.45,53.53,60.0,437.36
52.48,60.38,60.0,437.54
44.74,66.32,60.0,437.78
36.32,71.28,60.0,437.88
27.36,75.18,60.0,438.1
18.0,77.95,60.0,438.2
8.36,79.56,60.0,438.3
-1.4,79.99,60.0,438.32
-11.13,79.22,60.0,438.28
-20.71,77.27,60.0,438.25
-29.97,74.17,60.0,438.15
-38.78,69.97,60.0,438.01
-47.02,64.72,60.0,437.89
-54.56,58.51,60.0,437.74
-61.28,51.42,60.0,437.48
-67.09,43.57,60.0,437.24
-71.9,35.07,60.0,437.11
-75.64,26.05,60.0,436.97
-78.25,16.63,60.0,436.81
-79.7,6.97,60.0,436.76
-79.95,-2.79,60.0,436.73
-79.02,-12.51,60.0,436.72
-76.9,-22.05,60.0,436.72
-73.64,-31.26,60.0,436.79
-69.28,-40.0,60.0,436.92
-63.89,-48.15,60.0,437.06
-57.55,-55.57,60.0,437.11
-50.35,-62.17,60.0,437.37
-42.39,-67.84,60.0,437.47
-33.81,-72.5,60.0,437.5
-24.72,-76.08,60.0,437.62
-15.26,-78.53,60.0,437.66
-5.58,-79.81,60.0,437.71
4.19,-79.89,60.0,437.69
13.89,-78.78,60.0,437.69
23.39,-76.5,60.0,437.64
32.54,-73.08,60.0,437.53
41.2,-68.57,60.0,437.38
49.25,-63.04,60.0,437.31
56.57,-56.57,60.0,437.17
63.04,-49.25,60.0,437.0
68.57,-41.2,60.0,436.77
73.08,-32.54,60.0,436.65
76.5,-23.39,60.0,436.56
78.78,-13.89,60.0,436.47
79.89,-4.19,60.0,436.45
71.41,0.0,70.0,435.85
70.72,9.94,70.0,435.84
68.64,19.68,70.0,435.99
65.24,29.05,70.0,436.1
60.56,37.84,70.0,436.34
54.7,45.9,70.0,436.52
47.78,53.07,70.0,436.8
39.93,59.2,70.0,436.91
31.3,64.18,70.0,437.05
22.07,67.91,70.0,437.27
12.4,70.33,70.0,437.25
2.49,71.37,70.0,437.41
-7.46,71.02,70.0,437.39
-17.28,69.29,70.0,437.35
-26.75,66.21,70.0,437.26
-35.7,61.84,70.0,437.1
-43.96,56.27,70.0,436.98
-51.37,49.61,70.0,436.79
-57.77,41.97,70.0,436.69
-63.05,33.52,70.0,436.44
-67.1,24.42,70.0,436.31
-69.85,14.85,70.0,436.25
-71.24,4.98,70.0,436.02
-71.24,-4.98,70.0,436.06
-69.85,-14.85,70.0,435.98
-67.1,-24.42,70.0,436.14
-63.05,-33.52,70.0,436.1
-57.77,-41.97,70.0,436.39
-51.37,-49.61,70.0,436.46
-43.96,-56.27,70.0,436.58
-35.71,-61.84,70.0,436.58
-26.75,-66.21,70.0,436.75
-17.28,-69.29,70.0,436.79
-7.46,-71.02,70.0,436.83
2.49,-71.37,70.0,436.87
12.4,-70.33,70.0,436.7
22.07,-67.91,70.0,436.72
31.3,-64.18,70.0,436.63
39.93,-59.2,70.0,436.52
47.78,-53.07,70.0,436.38
54.7,-45.9,70.0,436.24
60.56,-37.84,70.0,436.04
65.24,-29.05,70.0,435.95
68.64,-19.68,70.0,435.93
70.72,-9.94,70.0,435.83
60.0,0.0,80.0,435.12
59.26,9.39,80.0,435.13
57.06,18.54,80.0,435.35
53.46,27.24,80.0,435.43
48.54,35.27,80.0,435.53
42.43,42.43,80.0,435.78
35.27,48.54,80.0,435.85
27.24,53.46,80.0,436.02
18.54,57.06,80.0,436.16
9.39,59.26,80.0,436.18
0.0,60.0,80.0,436.23
-9.39,59.26,80.0,436.24
-18.54,57.06,80.0,436.22
-27.24,53.46,80.0,436.17
-35.27,48.54,80.0,436.05
-42.43,42.43,80.0,435.79
-48.54,35.27,80.0,435.74
-53.46,27.24,80.0,435.56
-57.06,18.54,80.0,435.4
-59.26,9.39,80.0,435.31
-60.0,0.0,80.0,435.26
-59.26,-9.39,80.0,435.2
-57.06,-18.54,80.0,435.26
-53.46,-27.24,80.0,435.33
-48.54,-35.27,80.0,435.39
-42.43,-42.43,80.0,435.48
-35.27,-48.54,80.0,435.57
-27.24,-53.46,80.0,435.6
-18.54,-57.06,80.0,435.71
-9.39,-59.26,80.0,435.65
0.0,-60.0,80.0,435.64
9.39,-59.26,80.0,435.7
18.54,-57.06,80.0,435.71
27.24,-53.46,80.0,435.49
35.27,-48.54,80.0,435.43
42.43,-42.43,80.0,435.31
48.54,-35.27,80.0,435.2
53.46,-27.24,80.0,435.13
57.06,-18.54,80.0,435.03
59.26,-9.39,80.0,435.07
43.59,0.0,90.0,434.21
42.47,9.81,90.0,434.24
39.18,19.11,90.0,434.33
33.88,27.43,90.0,434.52
26.84,34.35,90.0,434.56
18.42,39.51,90.0,434.82
9.06,42.64,90.0,434.91
-0.76,43.58,90.0,434.96
-10.55,42.3,90.0,435.02
-19.79,38.84,90.0,434.94
-28.02,33.39,90.0,434.87
-34.81,26.23,90.0,434.69
-39.82,17.73,90.0,434.61
-42.79,8.32,90.0,434.46
-43.56,-1.52,90.0,434.34
-42.1,-11.28,90.0,434.31
-38.49,-20.46,90.0,434.34
-32.9,-28.6,90.0,434.39
-25.62,-35.27,90.0,434.38
-17.03,-40.12,90.0,434.47
-7.57,-42.93,90.0,434.48
2.28,-43.53,90.0,434.55
12.02,-41.9,90.0,434.45
21.13,-38.12,90.0,434.39
29.17,-32.39,90.0,434.39
35.71,-25.0,90.0,434.26
40.42,-16.33,90.0,434.22
43.05,-6.82,90.0,434.18
0.0,0.0,100.0,433.54
