date,temperature_c,humidity,coordinate_x,coordinate_y,coordinate_z,y_probe
2024-08-19,24.0,44.0,99.12,8.67,-10.0,435.76
2024-08-19,25.0,43.0,97.99,17.28,-10.0,435.86
2024-08-19,25.0,43.0,96.11,25.75,-10.0,435.9
2024-08-19,25.0,43.0,93.5,34.03,-10.0,436.03
2024-08-19,25.0,43.0,90.18,42.05,-10.0,436.1
2024-08-19,24.0,44.0,86.17,49.75,-10.0,436.24
2024-08-19,0.0,0.0,81.51,57.07,-10.0,436.41
2024-08-19,0.0,0.0,76.22,63.96,-10.0,436.54
2024-08-19,0.0,0.0,70.36,70.36,-10.0,436.73
2024-08-19,0.0,0.0,63.96,76.22,-10.0,436.91
2024-08-19,25.0,43.0,57.07,81.51,-10.0,437.15
2024-08-19,25.0,43.0,49.75,86.17,-10.0,437.27
2024-08-19,25.0,43.0,42.05,90.18,-10.0,437.43
2024-08-19,0.0,0.0,34.03,93.5,-10.0,437.45
2024-08-19,25.0,43.0,25.75,96.11,-10.0,437.71
2024-08-19,0.0,0.0,17.28,97.99,-10.0,437.65
2024-08-19,25.0,43.0,8.67,99.12,-10.0,437.68
2024-08-19,25.0,43.0,0.0,99.5,-10.0,437.64
2024-08-19,0.0,0.0,-8.67,99.12,-10.0,437.77
2024-08-19,25.0,43.0,-17.28,97.99,-10.0,437.76
2024-08-19,25.0,43.0,-25.75,96.11,-10.0,437.65
2024-08-19,0.0,0.0,-34.03,93.5,-10.0,437.59
2024-08-19,25.0,43.0,-42.05,90.18,-10.0,437.46
2024-08-19,0.0,0.0,-49.75,86.17,-10.0,437.36
2024-08-19,25.0,43.0,-57.07,81.51,-10.0,437.23
2024-08-19,25.0,43.0,-63.96,76.22,-10.0,437.08
2024-08-19,25.0,43.0,-70.36,70.36,-10.0,436.94
2024-08-19,25.0,43.0,-76.22,63.96,-10.0,436.77
2024-08-19,25.0,42.0,-81.51,57.07,-10.0,436.61
2024-08-19,0.0,0.0,-86.17,49.75,-10.0,436.45
2024-08-19,0.0,0.0,-90.18,42.05,-10.0,436.37
2024-08-19,25.0,43.0,-93.5,34.03,-10.0,436.21
2024-08-19,25.0,43.0,-96.11,25.75,-10.0,436.17
2024-08-19,0.0,0.0,-97.99,17.28,-10.0,436.04
2024-08-19,0.0,0.0,-99.12,8.67,-10.0,435.93
2024-08-19,24.0,44.0,-99.5,0.0,-10.0,435.89
2024-08-19,24.0,44.0,-99.12,-8.67,-10.0,436.08
2024-08-19,25.0,43.0,-97.99,-17.28,-10.0,436.2
2024-08-19,0.0,0.0,-96.11,-25.75,-10.0,436.21
2024-08-19,25.0,43.0,-93.5,-34.03,-10.0,436.33
2024-08-19,25.0,43.0,-90.18,-42.05,-10.0,436.45
2024-08-19,25.0,43.0,-86.17,-49.75,-10.0,436.62
2024-08-19,24.0,44.0,-81.51,-57.07,-10.0,436.79
2024-08-19,0.0,0.0,-76.22,-63.96,-10.0,436.97
2024-08-19,25.0,43.0,-70.36,-70.36,-10.0,437.08
2024-08-19,0.0,0.0,-63.96,-76.22,-10.0,437.31
2024-08-19,25.0,43.0,-57.07,-81.51,-10.0,437.41
2024-08-19,25.0,43.0,-49.75,-86.17,-10.0,437.67
2024-08-19,25.0,43.0,-42.05,-90.18,-10.0,437.79
2024-08-19,25.0,43.0,-34.03,-93.5,-10.0,438.01
2024-08-19,25.0,43.0,-25.75,-96.11,-10.0,437.96
2024-08-19,25.0,43.0,-17.28,-97.99,-10.0,438.02
2024-08-19,25.0,43.0,-8.67,-99.12,-10.0,438.14
2024-08-19,0.0,0.0,0.0,-99.5,-10.0,438.03
2024-08-19,0.0,0.0,8.67,-99.12,-10.0,438.08
2024-08-19,25.0,43.0,17.28,-97.99,-10.0,438.01
2024-08-19,0.0,0.0,25.75,-96.11,-10.0,437.91
2024-08-19,25.0,43.0,34.03,-93.5,-10.0,437.83
2024-08-19,25.0,43.0,42.05,-90.18,-10.0,437.69
2024-08-19,25.0,43.0,49.75,-86.17,-10.0,437.64
2024-08-19,0.0,0.0,57.07,-81.51,-10.0,437.43
2024-08-19,0.0,0.0,63.96,-76.22,-10.0,437.17
2024-08-19,25.0,43.0,70.36,-70.36,-10.0,437.09
2024-08-19,25.0,43.0,76.22,-63.96,-10.0,436.81
2024-08-19,25.0,43.0,81.51,-57.07,-10.0,436.61
2024-08-19,25.0,43.0,86.17,-49.75,-10.0,436.37
2024-08-19,0.0,0.0,90.18,-42.05,-10.0,436.24
2024-08-19,0.0,0.0,93.5,-34.03,-10.0,436.15
2024-08-19,0.0,0.0,96.11,-25.75,-10.0,436.02
2024-08-19,25.0,43.0,97.99,-17.28,-10.0,435.9
2024-08-19,0.0,0.0,99.12,-8.67,-10.0,435.77
2024-08-19,0.0,0.0,100.0,0.0,0.0,435.77
2024-08-19,25.0,43.0,99.62,8.72,0.0,435.67
2024-08-19,25.0,43.0,98.48,17.36,0.0,435.74
2024-08-19,25.0,43.0,96.59,25.88,0.0,435.81
2024-08-19,25.0,43.0,93.97,34.2,0.0,435.95
2024-08-19,24.0,44.0,90.63,42.26,0.0,436.06
2024-08-19,0.0,0.0,86.6,50.0,0.0,436.17
2024-08-19,25.0,43.0,81.92,57.36,0.0,436.36
2024-08-19,25.0,43.0,76.6,64.28,0.0,436.59
2024-08-19,25.0,43.0,70.71,70.71,0.0,436.83
2024-08-19,24.0,44.0,64.28,76.6,0.0,436.99
2024-08-19,25.0,43.0,57.36,81.92,0.0,437.13
2024-08-19,25.0,43.0,50.0,86.6,0.0,437.23
2024-08-19,25.0,43.0,42.26,90.63,0.0,437.41
2024-08-19,25.0,43.0,34.2,93.97,0.0,437.57
2024-08-19,0.0,0.0,25.88,96.59,0.0,437.68
2024-08-19,25.0,43.0,17.36,98.48,0.0,437.77
2024-08-19,25.0,43.0,8.72,99.62,0.0,437.8
2024-08-19,25.0,43.0,0.0,100.0,0.0,437.77
2024-08-19,25.0,43.0,-8.72,99.62,0.0,437.75
2024-08-19,25.0,43.0,-17.36,98.48,0.0,437.72
2024-08-19,0.0,0.0,-25.88,96.59,0.0,437.73
2024-08-19,25.0,43.0,-34.2,93.97,0.0,437.67
2024-08-19,25.0,43.0,-42.26,90.63,0.0,437.57
2024-08-19,25.0,43.0,-50.0,86.6,0.0,437.47
2024-08-19,25.0,43.0,-57.36,81.92,0.0,437.33
2024-08-19,24.0,44.0,-64.28,76.6,0.0,437.16
2024-08-19,25.0,43.0,-70.71,70.71,0.0,436.98
2024-08-19,25.0,43.0,-76.6,64.28,0.0,436.81
2024-08-19,0.0,0.0,-81.92,57.36,0.0,436.67
2024-08-19,0.0,0.0,-86.6,50.0,0.0,436.57
2024-08-19,0.0,0.0,-90.63,42.26,0.0,436.41
2024-08-19,25.0,43.0,-93.97,34.2,0.0,436.26
2024-08-19,0.0,0.0,-96.59,25.88,0.0,436.16
2024-08-19,0.0,0.0,-98.48,17.36,0.0,436.12
2024-08-19,25.0,43.0,-99.62,8.72,0.0,435.98
2024-08-19,25.0,43.0,-100.0,0.0,0.0,436.0
2024-08-19,25.0,43.0,-99.62,-8.72,0.0,436.04
2024-08-19,25.0,43.0,-98.48,-17.36,0.0,436.08
2024-08-19,25.0,43.0,-96.59,-25.88,0.0,436.2
2024-08-19,25.0,43.0,-93.97,-34.2,0.0,436.26
2024-08-19,25.0,43.0,-90.63,-42.26,0.0,436.41
2024-08-19,0.0,0.0,-86.6,-50.0,0.0,436.56
2024-08-19,25.0,43.0,-81.92,-57.36,0.0,436.67
2024-08-19,25.0,43.0,-76.6,-64.28,0.0,436.89
2024-08-19,25.0,43.0,-70.71,-70.71,0.0,437.08
2024-08-19,25.0,43.0,-64.28,-76.6,0.0,437.24
2024-08-19,25.0,43.0,-57.36,-81.92,0.0,437.45
2024-08-19,25.0,43.0,-50.0,-86.6,0.0,437.57
2024-08-19,0.0,0.0,-42.26,-90.63,0.0,437.74
2024-08-19,0.0,0.0,-34.2,-93.97,0.0,437.73
2024-08-19,25.0,43.0,-25.88,-96.59,0.0,437.94
2024-08-19,0.0,0.0,-17.36,-98.48,0.0,437.9
2024-08-19,0.0,0.0,-8.72,-99.62,0.0,437.89
2024-08-19,0.0,0.0,0.0,-100.0,0.0,437.92
2024-08-19,25.0,43.0,8.72,-99.62,0.0,437.82
2024-08-19,25.0,43.0,17.36,-98.48,0.0,437.8
2024-08-19,25.0,43.0,25.88,-96.59,0.0,437.81
2024-08-19,25.0,43.0,34.2,-93.97,0.0,437.73
2024-08-19,25.0,43.0,42.26,-90.63,0.0,437.55
2024-08-19,25.0,43.0,50.0,-86.6,0.0,437.36
2024-08-19,25.0,43.0,57.36,-81.92,0.0,437.24
2024-08-19,25.0,43.0,64.28,-76.6,0.0,437.09
2024-08-19,25.0,43.0,70.71,-70.71,0.0,436.86
2024-08-19,0.0,0.0,76.6,-64.28,0.0,436.63
2024-08-19,0.0,0.0,81.92,-57.36,0.0,436.46
2024-08-19,25.0,43.0,86.6,-50.0,0.0,436.31
2024-08-19,0.0,0.0,90.63,-42.26,0.0,436.11
2024-08-19,25.0,43.0,93.97,-34.2,0.0,436.01
2024-08-19,25.0,43.0,96.59,-25.88,0.0,435.89
2024-08-19,0.0,0.0,98.48,-17.36,0.0,435.8
2024-08-19,25.0,42.0,99.62,-8.72,0.0,435.73
2024-08-19,25.0,43.0,99.5,0.0,10.0,435.58
2024-08-19,25.0,43.0,99.12,8.67,10.0,435.52
2024-08-19,25.0,43.0,97.99,17.28,10.0,435.52
2024-08-19,25.0,43.0,96.11,25.75,10.0,435.59
2024-08-19,25.0,42.0,93.5,34.03,10.0,435.69
2024-08-19,25.0,43.0,90.18,42.05,10.0,435.79
2024-08-19,25.0,43.0,86.17,49.75,10.0,436.0
2024-08-19,25.0,43.0,81.51,57.07,10.0,436.23
2024-08-19,25.0,43.0,76.22,63.96,10.0,436.35
2024-08-19,0.0,0.0,70.36,70.36,10.0,436.58
2024-08-19,25.0,43.0,63.96,76.22,10.0,436.77
2024-08-19,0.0,0.0,57.07,81.51,10.0,436.91
2024-08-19,0.0,0.0,49.75,86.17,10.0,437.1
2024-08-19,25.0,43.0,42.05,90.18,10.0,437.24
2024-08-19,0.0,0.0,34.03,93.5,10.0,437.27
2024-08-19,25.0,43.0,25.75,96.11,10.0,437.41
2024-08-19,25.0,43.0,17.28,97.99,10.0,437.53
2024-08-19,0.0,0.0,8.67,99.12,10.0,437.5
2024-08-19,25.0,43.0,0.0,99.5,10.0,437.58
2024-08-19,25.0,43.0,-8.67,99.12,10.0,437.65
2024-08-19,25.0,43.0,-17.28,97.99,10.0,437.63
2024-08-19,25.0,43.0,-25.75,96.11,10.0,437.55
2024-08-19,25.0,42.0,-34.03,93.5,10.0,437.49
2024-08-19,0.0,0.0,-42.05,90.18,10.0,437.4
2024-08-19,0.0,0.0,-49.75,86.17,10.0,437.28
2024-08-19,25.0,43.0,-57.07,81.51,10.0,437.14
2024-08-19,25.0,42.0,-63.96,76.22,10.0,437.05
2024-08-19,0.0,0.0,-70.36,70.36,10.0,436.77
2024-08-19,0.0,0.0,-76.22,63.96,10.0,436.58
2024-08-19,0.0,0.0,-81.51,57.07,10.0,436.46
2024-08-19,0.0,0.0,-86.17,49.75,10.0,436.31
2024-08-19,0.0,0.0,-90.18,42.05,10.0,436.12
2024-08-19,25.0,43.0,-93.5,34.03,10.0,436.05
2024-08-19,0.0,0.0,-96.11,25.75,10.0,435.94
2024-08-19,25.0,43.0,-97.99,17.28,10.0,435.88
2024-08-19,25.0,43.0,-99.12,8.67,10.0,435.78
2024-08-19,25.0,42.0,-99.5,0.0,10.0,435.64
2024-08-19,0.0,0.0,-99.12,-8.67,10.0,435.75
2024-08-19,25.0,42.0,-97.99,-17.28,10.0,435.83
2024-08-19,0.0,0.0,-96.11,-25.75,10.0,435.92
2024-08-19,0.0,0.0,-93.5,-34.03,10.0,436.0
2024-08-19,25.0,43.0,-90.18,-42.05,10.0,436.21
2024-08-19,0.0,0.0,-86.17,-49.75,10.0,436.37
2024-08-19,25.0,43.0,-81.51,-57.07,10.0,436.48
2024-08-19,25.0,43.0,-76.22,-63.96,10.0,436.65
2024-08-19,25.0,43.0,-70.36,-70.36,10.0,436.77
2024-08-19,25.0,43.0,-63.96,-76.22,10.0,437.04
2024-08-19,25.0,43.0,-57.07,-81.51,10.0,437.18
2024-08-19,25.0,43.0,-49.75,-86.17,10.0,437.33
2024-08-19,0.0,0.0,-42.05,-90.18,10.0,437.5
2024-08-19,25.0,43.0,-34.03,-93.5,10.0,437.56
2024-08-19,25.0,43.0,-25.75,-96.11,10.0,437.69
2024-08-19,25.0,43.0,-17.28,-97.99,10.0,437.69
2024-08-19,25.0,43.0,-8.67,-99.12,10.0,437.69
2024-08-19,25.0,43.0,0.0,-99.5,10.0,437.7
2024-08-19,25.0,43.0,8.67,-99.12,10.0,437.64
2024-08-19,0.0,0.0,17.28,-97.99,10.0,437.61
2024-08-19,25.0,43.0,25.75,-96.11,10.0,437.59
2024-08-19,0.0,0.0,34.03,-93.5,10.0,437.46
2024-08-19,25.0,43.0,42.05,-90.18,10.0,437.35
2024-08-19,25.0,43.0,49.75,-86.17,10.0,437.26
2024-08-19,0.0,0.0,57.07,-81.51,10.0,436.99
2024-08-19,0.0,0.0,63.96,-76.22,10.0,436.84
2024-08-19,25.0,43.0,70.36,-70.36,10.0,436.61
2024-08-19,25.0,43.0,76.22,-63.96,10.0,436.5
2024-08-19,25.0,43.0,81.51,-57.07,10.0,436.25
2024-08-19,25.0,43.0,86.17,-49.75,10.0,436.03
2024-08-19,25.0,43.0,90.18,-42.05,10.0,435.96
2024-08-19,0.0,0.0,93.5,-34.03,10.0,435.79
2024-08-19,0.0,0.0,96.11,-25.75,10.0,435.74
2024-08-19,25.0,43.0,97.99,-17.28,10.0,435.59
2024-08-19,0.0,0.0,99.12,-8.67,10.0,435.58
2024-08-19,25.0,43.0,97.98,0.0,20.0,435.24
2024-08-19,0.0,0.0,97.61,8.54,20.0,435.26
2024-08-19,25.0,43.0,96.49,17.01,20.0,435.34
2024-08-19,0.0,0.0,94.64,25.36,20.0,435.39
2024-08-19,25.0,43.0,92.07,33.51,20.0,435.51
2024-08-19,25.0,43.0,88.8,41.41,20.0,435.64
2024-08-19,25.0,43.0,84.85,48.99,20.0,435.72
2024-08-19,25.0,43.0,80.26,56.2,20.0,435.92
2024-08-19,0.0,0.0,75.06,62.98,20.0,436.13
2024-08-19,25.0,43.0,69.28,69.28,20.0,436.34
2024-08-19,0.0,0.0,62.98,75.06,20.0,436.49
2024-08-19,0.0,0.0,56.2,80.26,20.0,436.73
2024-08-19,0.0,0.0,48.99,84.85,20.0,436.88
2024-08-19,25.0,43.0,41.41,88.8,20.0,436.98
2024-08-19,25.0,43.0,33.51,92.07,20.0,437.09
2024-08-19,25.0,43.0,25.36,94.64,20.0,437.24
2024-08-19,25.0,43.0,17.01,96.49,20.0,437.31
2024-08-19,25.0,43.0,8.54,97.61,20.0,437.28
2024-08-19,25.0,43.0,0.0,97.98,20.0,437.28
2024-08-19,25.0,43.0,-8.54,97.61,20.0,437.4
2024-08-19,25.0,43.0,-17.01,96.49,20.0,437.32
2024-08-19,25.0,43.0,-25.36,94.64,20.0,437.25
2024-08-19,0.0,0.0,-33.51,92.07,20.0,437.32
2024-08-19,0.0,0.0,-41.41,88.8,20.0,437.28
2024-08-19,0.0,0.0,-48.99,84.85,20.0,437.05
2024-08-19,0.0,0.0,-56.2,80.26,20.0,436.98
2024-08-19,25.0,43.0,-62.98,75.06,20.0,436.75
2024-08-19,0.0,0.0,-69.28,69.28,20.0,436.55
2024-08-19,25.0,43.0,-75.06,62.98,20.0,436.45
2024-08-19,25.0,43.0,-80.26,56.2,20.0,436.23
2024-08-19,0.0,0.0,-84.85,48.99,20.0,436.15
2024-08-19,25.0,42.0,-88.8,41.41,20.0,436.03
2024-08-19,25.0,43.0,-92.07,33.51,20.0,435.92
2024-08-19,0.0,0.0,-94.64,25.36,20.0,435.85
2024-08-19,25.0,43.0,-96.49,17.01,20.0,435.7
2024-08-19,0.0,0.0,-97.61,8.54,20.0,435.6
2024-08-19,0.0,0.0,-97.98,0.0,20.0,435.55
2024-08-19,0.0,0.0,-97.61,-8.54,20.0,435.59
2024-08-19,25.0,43.0,-96.49,-17.01,20.0,435.64
2024-08-19,0.0,0.0,-94.64,-25.36,20.0,435.76
2024-08-19,25.0,43.0,-92.07,-33.51,20.0,435.74
2024-08-19,25.0,42.0,-88.8,-41.41,20.0,435.91
2024-08-19,25.0,43.0,-84.85,-48.99,20.0,436.09
2024-08-19,25.0,43.0,-80.26,-56.2,20.0,436.31
2024-08-19,25.0,42.0,-75.06,-62.98,20.0,436.31
2024-08-19,0.0,0.0,-69.28,-69.28,20.0,436.53
2024-08-19,25.0,43.0,-62.98,-75.06,20.0,436.75
2024-08-19,0.0,0.0,-56.2,-80.26,20.0,436.9
2024-08-19,25.0,43.0,-48.99,-84.85,20.0,437.04
2024-08-19,25.0,43.0,-41.41,-88.8,20.0,437.21
2024-08-19,0.0,0.0,-33.51,-92.07,20.0,437.22
2024-08-19,0.0,0.0,-25.36,-94.64,20.0,437.31
2024-08-19,0.0,0.0,-17.01,-96.49,20.0,437.34
2024-08-19,25.0,42.0,-8.54,-97.61,20.0,437.37
2024-08-19,25.0,43.0,0.0,-97.98,20.0,437.41
2024-08-19,25.0,43.0,8.54,-97.61,20.0,437.35
2024-08-19,0.0,0.0,17.01,-96.49,20.0,437.31
2024-08-19,0.0,0.0,25.36,-94.64,20.0,437.23
2024-08-19,0.0,0.0,33.51,-92.07,20.0,437.21
2024-08-19,25.0,43.0,41.41,-88.8,20.0,437.02
2024-08-19,25.0,43.0,48.99,-84.85,20.0,436.86
2024-08-19,25.0,42.0,56.2,-80.26,20.0,436.74
2024-08-19,0.0,0.0,62.98,-75.06,20.0,436.52
2024-08-19,25.0,43.0,69.28,-69.28,20.0,436.37
2024-08-19,25.0,42.0,75.06,-62.98,20.0,436.23
2024-08-19,25.0,42.0,80.26,-56.2,20.0,436.02
2024-08-19,0.0,0.0,84.85,-48.99,20.0,435.79
2024-08-19,25.0,43.0,88.8,-41.41,20.0,435.65
2024-08-19,0.0,0.0,92.07,-33.51,20.0,435.56
2024-08-19,25.0,43.0,94.64,-25.36,20.0,435.48
2024-08-19,25.0,43.0,96.49,-17.01,20.0,435.37
2024-08-19,25.0,43.0,97.61,-8.54,20.0,435.36
2024-08-19,25.0,43.0,95.39,0.0,30.0,434.88
2024-08-19,25.0,43.0,94.87,9.97,30.0,434.99
2024-08-19,0.0,0.0,93.31,19.83,30.0,435.05
2024-08-19,0.0,0.0,90.72,29.48,30.0,435.11
2024-08-19,25.0,42.0,87.14,38.8,30.0,435.27
2024-08-19,0.0,0.0,82.61,47.69,30.0,435.43
2024-08-19,0.0,0.0,77.17,56.07,30.0,435.57
2024-08-19,0.0,0.0,70.89,63.83,30.0,435.93
2024-08-19,25.0,43.0,63.83,70.89,30.0,436.18
2024-08-19,0.0,0.0,56.07,77.17,30.0,436.3
2024-08-19,25.0,43.0,47.7,82.61,30.0,436.53
2024-08-19,0.0,0.0,38.8,87.14,30.0,436.7
2024-08-19,25.0,43.0,29.48,90.72,30.0,436.82
2024-08-19,25.0,43.0,19.83,93.31,30.0,436.99
2024-08-19,0.0,0.0,9.97,94.87,30.0,436.99
2024-08-19,25.0,43.0,0.0,95.39,30.0,437.09
2024-08-19,25.0,43.0,-9.97,94.87,30.0,437.03
2024-08-19,25.0,43.0,-19.83,93.31,30.0,437.04
2024-08-19,25.0,43.0,-29.48,90.72,30.0,436.92
2024-08-19,25.0,43.0,-38.8,87.14,30.0,436.84
2024-08-19,25.0,42.0,-47.69,82.61,30.0,436.77
2024-08-19,25.0,42.0,-56.07,77.17,30.0,436.58
2024-08-19,25.0,43.0,-63.83,70.89,30.0,436.41
2024-08-19,0.0,0.0,-70.89,63.83,30.0,436.26
2024-08-19,25.0,43.0,-77.17,56.07,30.0,435.97
2024-08-19,25.0,43.0,-82.61,47.69,30.0,435.83
2024-08-19,0.0,0.0,-87.14,38.8,30.0,435.58
2024-08-19,0.0,0.0,-90.72,29.48,30.0,435.51
2024-08-19,25.0,43.0,-93.31,19.83,30.0,435.37
2024-08-19,25.0,42.0,-94.87,9.97,30.0,435.39
2024-08-19,25.0,42.0,-95.39,0.0,30.0,435.27
2024-08-19,25.0,43.0,-94.87,-9.97,30.0,435.27
2024-08-19,25.0,43.0,-93.31,-19.83,30.0,435.4
2024-08-19,25.0,42.0,-90.72,-29.48,30.0,435.38
2024-08-19,25.0,42.0,-87.14,-38.8,30.0,435.55
2024-08-19,0.0,0.0,-82.61,-47.7,30.0,435.68
2024-08-19,25.0,42.0,-77.17,-56.07,30.0,435.89
2024-08-19,0.0,0.0,-70.89,-63.83,30.0,436.04
2024-08-19,0.0,0.0,-63.83,-70.89,30.0,436.22
2024-08-19,25.0,43.0,-56.07,-77.17,30.0,436.47
2024-08-19,0.0,0.0,-47.7,-82.61,30.0,436.58
2024-08-19,25.0,43.0,-38.8,-87.14,30.0,436.76
2024-08-19,25.0,43.0,-29.48,-90.72,30.0,436.86
2024-08-19,25.0,42.0,-19.83,-93.31,30.0,436.89
2024-08-19,25.0,42.0,-9.97,-94.87,30.0,436.92
2024-08-19,0.0,0.0,0.0,-95.39,30.0,436.95
2024-08-19,25.0,43.0,9.97,-94.87,30.0,436.83
2024-08-19,25.0,43.0,19.83,-93.31,30.0,436.81
2024-08-19,25.0,43.0,29.48,-90.72,30.0,436.71
2024-08-19,0.0,0.0,38.8,-87.14,30.0,436.68
2024-08-19,0.0,0.0,47.7,-82.61,30.0,436.47
2024-08-19,25.0,43.0,56.07,-77.17,30.0,436.21
2024-08-19,25.0,43.0,63.83,-70.89,30.0,436.04
2024-08-19,25.0,43.0,70.89,-63.83,30.0,435.87
2024-08-19,0.0,0.0,77.17,-56.07,30.0,435.64
2024-08-19,25.0,43.0,82.61,-47.7,30.0,435.48
2024-08-19,0.0,0.0,87.14,-38.8,30.0,435.31
2024-08-19,25.0,43.0,90.72,-29.48,30.0,435.17
2024-08-19,25.0,43.0,93.31,-19.83,30.0,435.06
2024-08-19,0.0,0.0,94.87,-9.97,30.0,434.99
2024-08-19,25.0,43.0,91.65,0.0,40.0,434.53
2024-08-19,25.0,43.0,91.15,9.58,40.0,434.53
2024-08-19,25.0,43.0,89.65,19.06,40.0,434.62
2024-08-19,25.0,43.0,87.16,28.32,40.0,434.73
2024-08-19,25.0,43.0,83.73,37.28,40.0,434.86
2024-08-19,25.0,42.0,79.37,45.82,40.0,435.09
2024-08-19,25.0,42.0,74.15,53.87,40.0,435.27
2024-08-19,0.0,0.0,68.11,61.33,40.0,435.53
2024-08-19,0.0,0.0,61.33,68.11,40.0,435.71
2024-08-19,25.0,43.0,53.87,74.15,40.0,435.89
2024-08-19,25.0,43.0,45.83,79.37,40.0,436.02
2024-08-19,25.0,43.0,37.28,83.73,40.0,436.2
2024-08-19,25.0,43.0,28.32,87.16,40.0,436.4
2024-08-19,25.0,43.0,19.06,89.65,40.0,436.47
2024-08-19,25.0,42.0,9.58,91.15,40.0,436.58
2024-08-19,25.0,43.0,0.0,91.65,40.0,436.53
2024-08-19,25.0,43.0,-9.58,91.15,40.0,436.53
2024-08-19,25.0,42.0,-19.06,89.65,40.0,436.53
2024-08-19,0.0,0.0,-28.32,87.16,40.0,436.51
2024-08-19,25.0,43.0,-37.28,83.73,40.0,436.45
2024-08-19,0.0,0.0,-45.82,79.37,40.0,436.36
2024-08-19,0.0,0.0,-53.87,74.15,40.0,436.1
2024-08-19,0.0,0.0,-61.33,68.11,40.0,435.93
2024-08-19,25.0,43.0,-68.11,61.33,40.0,435.74
2024-08-19,0.0,0.0,-74.15,53.87,40.0,435.55
2024-08-19,25.0,43.0,-79.37,45.82,40.0,435.3
2024-08-19,25.0,42.0,-83.73,37.28,40.0,435.12
2024-08-19,25.0,43.0,-87.16,28.32,40.0,435.08
2024-08-19,25.0,43.0,-89.65,19.06,40.0,434.94
2024-08-19,25.0,43.0,-91.15,9.58,40.0,434.87
2024-08-19,0.0,0.0,-91.65,0.0,40.0,434.86
2024-08-19,25.0,43.0,-91.15,-9.58,40.0,434.84
2024-08-19,25.0,43.0,-89.65,-19.06,40.0,434.87
2024-08-19,0.0,0.0,-87.16,-28.32,40.0,434.92
2024-08-19,25.0,42.0,-83.73,-37.28,40.0,434.99
2024-08-19,0.0,0.0,-79.37,-45.83,40.0,435.14
2024-08-19,0.0,0.0,-74.15,-53.87,40.0,435.34
2024-08-19,0.0,0.0,-68.11,-61.33,40.0,435.53
2024-08-19,0.0,0.0,-61.33,-68.11,40.0,435.63
2024-08-19,25.0,43.0,-53.87,-74.15,40.0,435.85
2024-08-19,0.0,0.0,-45.83,-79.37,40.0,435.93
2024-08-19,0.0,0.0,-37.28,-83.73,40.0,436.04
2024-08-19,0.0,0.0,-28.32,-87.16,40.0,436.11
2024-08-19,25.0,43.0,-19.06,-89.65,40.0,436.21
2024-08-19,25.0,43.0,-9.58,-91.15,40.0,436.22
2024-08-19,0.0,0.0,0.0,-91.65,40.0,436.24
2024-08-19,0.0,0.0,9.58,-91.15,40.0,436.16
2024-08-19,25.0,43.0,19.06,-89.65,40.0,436.14
2024-08-19,25.0,42.0,28.32,-87.16,40.0,436.08
2024-08-19,0.0,0.0,37.28,-83.73,40.0,435.93
2024-08-19,25.0,42.0,45.83,-79.37,40.0,435.84
2024-08-19,25.0,43.0,53.87,-74.15,40.0,435.55
2024-08-19,25.0,43.0,61.33,-68.11,40.0,435.44
2024-08-19,0.0,0.0,68.11,-61.33,40.0,435.3
2024-08-19,0.0,0.0,74.15,-53.87,40.0,435.07
2024-08-19,25.0,43.0,79.37,-45.83,40.0,434.96
2024-08-19,25.0,43.0,83.73,-37.28,40.0,434.78
2024-08-19,25.0,42.0,87.16,-28.32,40.0,434.63
2024-08-19,25.0,43.0,89.65,-19.06,40.0,434.58
2024-08-19,0.0,0.0,91.15,-9.58,40.0,434.57
2024-08-19,25.0,43.0,86.6,0.0,50.0,433.98
2024-08-19,25.0,43.0,86.13,9.05,50.0,434.1
2024-08-19,0.0,0.0,84.71,18.01,50.0,434.07
2024-08-19,0.0,0.0,82.36,26.76,50.0,434.16
2024-08-19,0.0,0.0,79.11,35.22,50.0,434.26
2024-08-19,0.0,0.0,75.0,43.3,50.0,434.49
2024-08-19,25.0,42.0,70.06,50.9,50.0,434.65
2024-08-19,0.0,0.0,64.36,57.95,50.0,434.83
2024-08-19,0.0,0.0,57.95,64.36,50.0,434.99
2024-08-19,25.0,43.0,50.9,70.06,50.0,435.2
2024-08-19,25.0,42.0,43.3,75.0,50.0,435.4
2024-08-19,25.0,42.0,35.22,79.11,50.0,435.5
2024-08-19,25.0,43.0,26.76,82.36,50.0,435.7
2024-08-19,25.0,43.0,18.01,84.71,50.0,435.77
2024-08-19,25.0,43.0,9.05,86.13,50.0,435.87
2024-08-19,25.0,43.0,0.0,86.6,50.0,435.96
2024-08-19,25.0,42.0,-9.05,86.13,50.0,435.9
2024-08-19,0.0,0.0,-18.01,84.71,50.0,435.89
2024-08-19,25.0,42.0,-26.76,82.36,50.0,435.79
2024-08-19,0.0,0.0,-35.22,79.11,50.0,435.78
2024-08-19,25.0,43.0,-43.3,75.0,50.0,435.62
2024-08-19,25.0,42.0,-50.9,70.06,50.0,435.49
2024-08-19,0.0,0.0,-57.95,64.36,50.0,435.35
2024-08-19,25.0,42.0,-64.36,57.95,50.0,435.18
2024-08-19,25.0,42.0,-70.06,50.9,50.0,435.03
2024-08-19,25.0,43.0,-75.0,43.3,50.0,434.85
2024-08-19,25.0,42.0,-79.11,35.22,50.0,434.66
