coordinate_x,coordinate_y,coordinate_z,y_probe
-61.33,68.11,40.0,438.75
-68.11,61.33,40.0,438.54
-74.15,53.87,40.0,438.28
-79.37,45.82,40.0,438.12
-83.73,37.28,40.0,437.97
-87.16,28.32,40.0,437.86
-89.65,19.06,40.0,437.8
-91.15,9.58,40.0,437.74
-91.65,0.0,40.0,437.72
-91.15,-9.58,40.0,437.76
-89.65,-19.06,40.0,437.78
-87.16,-28.32,40.0,437.92
-83.73,-37.28,40.0,438.01
-79.37,-45.83,40.0,438.12
-74.15,-53.87,40.0,438.33
-68.11,-61.33,40.0,438.47
-61.33,-68.11,40.0,438.65
-53.87,-74.15,40.0,438.89
-45.83,-79.37,40.0,439.07
-37.28,-83.73,40.0,439.21
-28.32,-87.16,40.0,439.27
-19.06,-89.65,40.0,439.32
-9.58,-91.15,40.0,439.38
0.0,-91.65,40.0,439.42
9.58,-91.15,40.0,439.32
19.06,-89.65,40.0,439.36
28.32,-87.16,40.0,439.19
37.28,-83.73,40.0,439.17
45.83,-79.37,40.0,439.01
53.87,-74.15,40.0,438.83
61.33,-68.11,40.0,438.63
68.11,-61.33,40.0,438.36
74.15,-53.87,40.0,438.22
79.37,-45.83,40.0,438.04
83.73,-37.28,40.0,437.83
87.16,-28.32,40.0,437.68
89.65,-19.06,40.0,437.57
91.15,-9.58,40.0,437.47
86.6,0.0,50.0,437.01
86.13,9.05,50.0,436.94
84.71,18.01,50.0,437.1
82.36,26.76,50.0,437.14
79.11,35.22,50.0,437.25
75.0,43.3,50.0,437.46
70.06,50.9,50.0,437.63
64.36,57.95,50.0,437.8
57.95,64.36,50.0,437.96
50.9,70.06,50.0,438.23
43.3,75.0,50.0,438.38
35.22,79.11,50.0,438.56
26.76,82.36,50.0,438.63
18.01,84.71,50.0,438.74
9.05,86.13,50.0,438.84
0.0,86.6,50.0,438.85
-9.05,86.13,50.0,438.87
-18.01,84.71,50.0,438.81
-26.76,82.36,50.0,438.76
-35.22,79.11,50.0,438.7
-43.3,75.0,50.0,438.62
-50.9,70.06,50.0,438.45
-57.95,64.36,50.0,438.24
-64.36,57.95,50.0,438.06
-70.06,50.9,50.0,437.84
-75.0,43.3,50.0,437.67
-79.11,35.22,50.0,437.46
-82.36,26.76,50.0,437.37
-84.71,18.01,50.0,437.32
-86.13,9.05,50.0,437.21
-86.6,0.0,50.0,437.14
-86.13,-9.05,50.0,437.19
-84.71,-18.01,50.0,437.27
-82.36,-26.76,50.0,437.31
-79.11,-35.22,50.0,437.38
-75.0,-43.3,50.0,437.53
-70.06,-50.9,50.0,437.68
-64.36,-57.95,50.0,437.8
-57.95,-64.36,50.0,438.05
-50.9,-70.06,50.0,438.21
-43.3,-75.0,50.0,438.38
-35.22,-79.11,50.0,438.47
-26.76,-82.36,50.0,438.53
-18.01,-84.71,50.0,438.71
-9.05,-86.13,50.0,438.7
0.0,-86.6,50.0,438.7
9.05,-86.13,50.0,438.75
18.01,-84.71,50.0,438.67
26.76,-82.36,50.0,438.61
35.22,-79.11,50.0,438.52
43.3,-75.0,50.0,438.38
50.9,-70.06,50.0,438.18
57.95,-64.36,50.0,438.0
64.36,-57.95,50.0,437.8
70.06,-50.9,50.0,437.62
75.0,-43.3,50.0,437.48
79.11,-35.22,50.0,437.27
82.36,-26.76,50.0,437.21
84.71,-18.01,50.0,437.14
86.13,-9.05,50.0,437.08
80.0,0.0,60.0,436.47
79.4,9.75,60.0,436.46
77.62,19.35,60.0,436.48
74.69,28.67,60.0,436.61
70.64,37.56,60.0,436.72
65.53,45.89,60.0,436.89
59.45,53.53,60.0,437.08
52.48,60.38,60.0,437.34
44.74,66.32,60.0,437.46
36.32,71.28,60.0,437.65
27.36,75.18,60.0,437.78
18.0,77.95,60.0,437.97
8.36,79.56,60.0,437.93
-1.4,79.99,60.0,437.9
-11.13,79.22,60.0,437.95
-20.71,77.27,60.0,437.91
-29.97,74.17,60.0,437.91
-38.78,69.97,60.0,437.91
-47.02,64.72,60.0,437.75
-54.56,58.51,60.0,437.55
-61.28,51.42,60.0,437.31
-67.09,43.57,60.0,437.14
-71.9,35.07,60.0,436.92
-75.64,26.05,60.0,436.8
-78.25,16.63,60.0,436.71
-79.7,6.97,60.0,436.6
-79.95,-2.79,60.0,436.56
-79.02,-12.51,60.0,436.6
-76.9,-22.05,60.0,436.68
-73.64,-31.26,60.0,436.76
-69.28,-40.0,60.0,436.93
-63.89,-48.15,60.0,437.1
-57.55,-55.57,60.0,437.28
-50.35,-62.17,60.0,437.43
-42.39,-67.84,60.0,437.66
-33.81,-72.5,60.0,437.68
-24.72,-76.08,60.0,437.75
-15.26,-78.53,60.0,437.83
-5.58,-79.81,60.0,437.88
4.19,-79.89,60.0,437.84
13.89,-78.78,60.0,437.85
23.39,-76.5,60.0,437.76
32.54,-73.08,60.0,437.68
41.2,-68.57,60.0,437.56
49.25,-63.04,60.0,437.39
56.57,-56.57,60.0,437.17
63.04,-49.25,60.0,437.06
68.57,-41.2,60.0,436.88
73.08,-32.54,60.0,436.75
76.5,-23.39,60.0,436.57
78.78,-13.89,60.0,436.49
79.89,-4.19,60.0,436.4
71.41,0.0,70.0,435.76
70.72,9.94,70.0,435.75
68.64,19.68,70.0,435.86
65.24,29.05,70.0,436.0
60.56,37.84,70.0,436.1
54.7,45.9,70.0,436.22
47.78,53.07,70.0,436.45
39.93,59.2,70.0,436.66
31.3,64.18,70.0,436.8
22.07,67.91,70.0,437.0
12.4,70.33,70.0,437.09
2.49,71.37,70.0,437.12
-7.46,71.02,70.0,437.12
-17.28,69.29,70.0,437.1
-26.75,66.21,70.0,437.03
-35.7,61.84,70.0,436.96
-43.96,56.27,70.0,436.78
-51.37,49.61,70.0,436.66
-57.77,41.97,70.0,436.55
-63.05,33.52,70.0,436.32
-67.1,24.42,70.0,436.1
-69.85,14.85,70.0,436.1
-71.24,4.98,70.0,435.93
-71.24,-4.98,70.0,435.93
-69.85,-14.85,70.0,435.95
-67.1,-24.42,70.0,436.11
-63.05,-33.52,70.0,436.15
-57.77,-41.97,70.0,436.29
-51.37,-49.61,70.0,436.46
-43.96,-56.27,70.0,436.59
-35.71,-61.84,70.0,436.71
-26.75,-66.21,70.0,436.83
-17.28,-69.29,70.0,436.94
-7.46,-71.02,70.0,436.93
2.49,-71.37,70.0,436.93
12.4,-70.33,70.0,436.85
22.07,-67.91,70.0,436.73
31.3,-64.18,70.0,436.67
39.93,-59.2,70.0,436.59
47.78,-53.07,70.0,436.45
54.7,-45.9,70.0,436.23
60.56,-37.84,70.0,436.13
65.24,-29.05,70.0,435.95
68.64,-19.68,70.0,435.92
70.72,-9.94,70.0,435.79
60.0,0.0,80.0,435.0
59.26,9.39,80.0,434.98
57.06,18.54,80.0,435.08
53.46,27.24,80.0,435.25
48.54,35.27,80.0,435.36
42.43,42.43,80.0,435.51
35.27,48.54,80.0,435.72
27.24,53.46,80.0,435.83
18.54,57.06,80.0,435.89
9.39,59.26,80.0,436.03
0.0,60.0,80.0,436.13
-9.39,59.26,80.0,436.14
-18.54,57.06,80.0,436.06
-27.24,53.46,80.0,435.93
-35.27,48.54,80.0,435.96
-42.43,42.43,80.0,435.79
-48.54,35.27,80.0,435.67
-53.46,27.24,80.0,435.52
-57.06,18.54,80.0,435.4
-59.26,9.39,80.0,435.24
-60.0,0.0,80.0,435.32
-59.26,-9.39,80.0,435.18
-57.06,-18.54,80.0,435.2
-53.46,-27.24,80.0,435.32
-48.54,-35.27,80.0,435.35
-42.43,-42.43,80.0,435.5
-35.27,-48.54,80.0,435.6
-27.24,-53.46,80.0,435.7
-18.54,-57.06,80.0,435.78
-9.39,-59.26,80.0,435.71
0.0,-60.0,80.0,435.84
9.39,-59.26,80.0,435.85
18.54,-57.06,80.0,435.79
27.24,-53.46,80.0,435.69
35.27,-48.54,80.0,435.52
42.43,-42.43,80.0,435.4
48.54,-35.27,80.0,435.26
53.46,-27.24,80.0,435.16
57.06,-18.54,80.0,435.11
59.26,-9.39,80.0,434.97
43.59,0.0,90.0,434.23
42.47,9.81,90.0,434.2
39.18,19.11,90.0,434.39
33.88,27.43,90.0,434.48
26.84,34.35,90.0,434.58
18.42,39.51,90.0,434.68
9.06,42.64,90.0,434.84
-0.76,43.58,90.0,434.9
-10.55,42.3,90.0,434.93
-19.79,38.84,90.0,434.78
-28.02,33.39,90.0,434.71
-34.81,26.23,90.0,434.69
-39.82,17.73,90.0,434.62
-42.79,8.32,90.0,434.47
-43.56,-1.52,90.0,434.48
-42.1,-11.28,90.0,434.46
-38.49,-20.46,90.0,434.44
-32.9,-28.6,90.0,434.51
-25.62,-35.27,90.0,434.68
-17.03,-40.12,90.0,434.61
-7.57,-42.93,90.0,434.66
2.28,-43.53,90.0,434.7
12.02,-41.9,90.0,434.58
21.13,-38.12,90.0,434.48
29.17,-32.39,90.0,434.45
35.71,-25.0,90.0,434.24
40.42,-16.33,90.0,434.28
43.05,-6.82,90.0,434.16
0.0,0.0,100.0,433.54
